hexachlorophene	AA2BR_HUMAN	0.9161931	0
hexachlorophene	5HT2A_HUMAN	0.9794806	0
hexachlorophene	ADA2B_HUMAN	0.9161931	0
valsartan	AGTR1_RABIT	0.9925621	0
orlistat	CNR2_HUMAN	0.9794806	0
16628-EP2280006A1	ACM3_HUMAN	0.9483795	0
16628-EP2280006A1	ACM1_HUMAN	0.9794806	0
cimetidine	HRH1_HUMAN	0.9161931	0
cimetidine	CCR8_HUMAN	0.9161931	0
cimetidine	HRH1_CAVPO	0.9483795	0
disulfiram	DRD2_HUMAN	0.9870714	0
Yohimbine	ADA1A_HUMAN	0.9483795	0
terconazole	ACM3_HUMAN	0.9855769	0
morphine	OPRM_CAVPO	0.9813295	0
miconazole	DRD2_HUMAN	0.9794806	0
miconazole	ADA2C_HUMAN	0.9161931	0
pentoxifylline	AA2BR_HUMAN	0.9925621	0
Aripiprazole	ADA1B_RAT	0.9161931	0
Aripiprazole	ADA1D_RAT	0.9161931	0
Aripiprazole	5HT2B_HUMAN	0.9483795	0
Aripiprazole	5HT1B_RAT	0.9794806	0
Aripiprazole	ADA1D_HUMAN	0.9794806	0
haloprogin	OPRM_HUMAN	0.9854718	0
haloprogin	OPRX_HUMAN	0.9483795	0
haloprogin	DRD2_HUMAN	0.9813295	0
dicyclomine	DRD2_HUMAN	0.9483795	0
dicyclomine	HRH1_HUMAN	0.9483795	0
PERHEXILINE	ACM2_HUMAN	0.9925621	0
(S)-Fenfluramine	5HT2A_HUMAN	0.9794806	0
cinnarizine	5HT2C_HUMAN	0.9161931	0
IMIQUIMOD	AA2BR_HUMAN	0.9921758	0
IMIQUIMOD	HRH1_HUMAN	0.9854718	0
pramipexole	5HT7R_HUMAN	0.9161931	0
trioxsalen	AA2BR_HUMAN	0.9854718	0
trioxsalen	5HT2A_HUMAN	0.9161931	0
clomipramine	ADA1A_HUMAN	0.9161931	0
thiothixene	5HT2C_HUMAN	0.9483795	0
SCHEMBL9931995	CCR8_HUMAN	0.9921758	0
Salmeterol	ADRB1_HUMAN	0.9483795	0
Bosentan	EDNRA_RAT	0.9161931	0
clonidine	5HT2B_HUMAN	1.0	0
clonidine	DRD2_RAT	0.9794806	0
Enclomiphene	DRD2_HUMAN	0.9161931	0
alprostadil	PE2R3_HUMAN	0.9854718	0
quinacrine	5HT2C_HUMAN	0.9483795	0
quinacrine	DRD2_HUMAN	0.9161931	0
quinacrine	5HT2B_HUMAN	0.9161931	0
quinacrine	HRH1_HUMAN	0.9483795	0
quinacrine	DRD1_HUMAN	0.9161931	0
quinacrine	ADA1A_HUMAN	0.9161931	0
astemizole	ADA1A_HUMAN	0.9483795	0
Bortezomib	HRH1_HUMAN	0.9161931	0
Bortezomib	HRH1_CAVPO	0.9483795	0
ALFENTANIL	OPRD_HUMAN	0.9161931	0
FENTANYL CITRATE	OPRM_RAT	0.9161931	0
amiodarone	DRD2_HUMAN	0.9794806	0
CYPROHEPTADINE	ADA1A_HUMAN	0.9161931	0
bisacodyl	CCR2_HUMAN	0.9161931	0
