1,DB00201,InChIKey=RYYVLZVUVIJVGH-UHFFFAOYSA-N,Caffeine
2,DB09019,InChIKey=OJGDCBLYJGHCIH-UHFFFAOYSA-N,Bromhexine
3,DB01267,InChIKey=PMXMIIMHBWHSKN-UHFFFAOYSA-N,Paliperidone
4,DB00174,InChIKey=DCXYFEDJOCDNAF-REOHCLBHSA-N,L-Asparagine
5,DB00697,InChIKey=XFYDIVBRZNQMJC-UHFFFAOYSA-N,Tizanidine
6,DB00137,InChIKey=KBPHJBAIARWVSC-DKLMTRRASA-N,Xanthophyll
7,DB08834,InChIKey=BHTRKEVKTKCXOH-CNHNFURNNA-N,Tauroursodeoxycholic acid
8,DB00737,InChIKey=OCJYIGYOJCODJL-UHFFFAOYSA-N,Meclizine
9,DB00377,InChIKey=CPZBLNMUGSZIPR-DOTOQJQBSA-N,Palonosetron
10,DB01040,InChIKey=VIDDZUWWPMDEHU-LTTFOTGMSA-N,Hydroxystilbamidine Isethionate
11,DB00699,InChIKey=YSEXMKHXIOCEJA-FVFQAYNVSA-N,Nicergoline
12,DB09003,InChIKey=QAZKXHSIKKNOHH-UHFFFAOYSA-N,Clocapramine
13,DB00747,InChIKey=STECJAGHUSJQJN-FWXGHANASA-N,Scopolamine
14,DB00742,InChIKey=FBPFZTCFMRRESA-KVTDHHQDSA-N,Mannitol
15,DB00220,InChIKey=QAGYKUNXZHXKMR-HKWSIXNMSA-N,Nelfinavir
16,DB08874,InChIKey=ZVGNESXIJDCBKN-KFGPIHIUSA-N,Fidaxomicin
17,DB00656,InChIKey=PHLBKPHSAVXXEF-UHFFFAOYSA-N,Trazodone
18,DB00646,InChIKey=ZDFDJJJGIRGMBE-AFARJNEBSA-N,Nystatin
19,DB01603,InChIKey=RJQXTJLFIWVMTO-TYNCELHUSA-N,Meticillin
20,DB08806,InChIKey=SMTZFNFIKUPEJC-UHFFFAOYSA-N,Roxatidine acetate
21,DB00196,InChIKey=RFHAOTPXVQNOHP-UHFFFAOYSA-N,Fluconazole
22,DB00800,InChIKey=TVURRHSHRRELCG-UHFFFAOYSA-N,Fenoldopam
23,DB01028,InChIKey=RFKMCNOHBTXSMU-UHFFFAOYSA-N,Methoxyflurane
24,DB00518,InChIKey=HXHWSAZORRCQMX-UHFFFAOYSA-N,Albendazole
25,DB00316,InChIKey=RZVAJINKPMORJF-UHFFFAOYSA-N,Acetaminophen
26,DB00816,InChIKey=LMOINURANNBYCM-UHFFFAOYSA-N,Orciprenaline
27,DB00140,InChIKey=AUNGANRZJHBGPY-SCRDCRAPSA-N,Riboflavin
28,DB00275,InChIKey=VTRAEEWXHOVJFV-UHFFFAOYSA-N,Olmesartan
29,DB00819,InChIKey=BZKPWHYZMXOIDC-UHFFFAOYSA-N,Acetazolamide
30,DB00899,InChIKey=ZTVQQQVZCWLTDF-UHFFFAOYSA-N,Remifentanil
31,DB00281,InChIKey=NNJVILVZKWQKPM-UHFFFAOYSA-N,Lidocaine
32,DB00304,InChIKey=RPLCPCMSCLEKRS-BPIQYHPVSA-N,Desogestrel
33,DB01249,InChIKey=NBQNWMBBSKPBAY-UHFFFAOYSA-N,Iodixanol
34,DB04861,InChIKey=KOHIRBRYDXPAMZ-UHFFFAOYSA-N,Nebivolol
35,DB00628,InChIKey=XDDJGVMJFWAHJX-UHFFFAOYSA-N,Clorazepate
36,DB01090,InChIKey=XSBSKEQEUFOSDD-UHFFFAOYSA-N,Pentolinium
37,DB00711,InChIKey=RCKMWOKWVGPNJF-UHFFFAOYSA-N,Diethylcarbamazine
38,DB01216,InChIKey=DBEPLOCGEIEOCV-WSBQPABSSA-N,Finasteride
39,DB01182,InChIKey=JWHAUXFOSRPERK-UHFFFAOYSA-N,Propafenone
40,DB00343,InChIKey=HSUGRBWQSSZJOP-RTWAWAEBSA-N,Diltiazem
41,DB00154,InChIKey=HOBAELRKJCKHQD-QNEBEIHSSA-N,Dihomo-gamma-linolenic acid
42,DB06637,InChIKey=NUKYPUAOHBNCPY-UHFFFAOYSA-N,Dalfampridine
43,DB00130,InChIKey=ZDXPYRJPNDTMRX-VKHMYHEASA-N,L-Glutamine
44,DB00202,InChIKey=AXOIZCJOOAYSMI-UHFFFAOYSA-N,Succinylcholine
45,DB06288,InChIKey=NTJOBXMMWNYJFB-UHFFFAOYSA-N,Amisulpride
46,DB01157,InChIKey=NOYPYLRCIDNJJB-UHFFFAOYSA-N,Trimetrexate
47,DB00341,InChIKey=ZKLPARSLTMPFCP-UHFFFAOYSA-N,Cetirizine
48,DB00870,InChIKey=MDKGKXOCJGEUJW-UHFFFAOYSA-N,Suprofen
49,DB01181,InChIKey=HOMGKSMUEGBAAB-UHFFFAOYSA-N,Ifosfamide
50,DB01288,InChIKey=LSLYOANBFKQKPT-UHFFFAOYSA-N,Fenoterol
51,DB00634,InChIKey=SKIVFJLNDNKQPD-UHFFFAOYSA-N,Sulfacetamide
52,DB06292,InChIKey=GOADIQFWSVMMRJ-KWQAYMRWSA-N,Dapagliflozin
53,DB06700,InChIKey=KYYIDSXMWOZKMP-UHFFFAOYSA-N,Desvenlafaxine
54,DB00233,InChIKey=WUBBRNOQWQTFEX-UHFFFAOYSA-N,Aminosalicylic Acid
55,DB00260,InChIKey=DYDCUQKUCUHJBH-UWTATZPHSA-N,Cycloserine
56,DB01423,InChIKey=JNYSEDHQJCOWQU-UHFFFAOYSA-N,Stepronin
57,DB00726,InChIKey=ZSCDBOWYZJWBIY-UHFFFAOYSA-N,Trimipramine
58,DB04938,InChIKey=LUMKNAVTFCDUIE-VHXPQNKSSA-N,Ospemifene
59,DB00419,InChIKey=UQRORFVVSGFNRO-UTINFBMNSA-N,Miglustat
60,DB00690,InChIKey=SAADBVWGJQAEFS-UHFFFAOYSA-N,Flurazepam
61,DB00453,InChIKey=GJGDLRSSCNAKGL-KMVLDZISSA-N,Clomocycline
62,DB08916,InChIKey=ULXXDDBFHOBEHA-CWDCEQMOSA-N,Afatinib
63,DB00855,InChIKey=ZGXJTSGNIOSYLO-UHFFFAOYSA-N,Aminolevulinic acid
64,DB01112,InChIKey=JFPVXVDWJQMJEE-IZRZKJBUSA-N,Cefuroxime
65,DB01072,InChIKey=AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
66,DB00788,InChIKey=CMWTZPSULFXXJA-VIFPVBQESA-N,Naproxen
67,DB01273,InChIKey=JQSHBVHOMNKWFT-DTORHVGOSA-N,Varenicline
68,DB00630,InChIKey=OGSPWJRAVKPPFI-UHFFFAOYSA-N,Alendronate
69,DB01048,InChIKey=MCGSCOLBFJQGHM-SCZZXKLOSA-N,Abacavir
70,DB01605,InChIKey=NPGNOVNWUSPMDP-UTEPHESZSA-N,Pivmecillinam
71,DB00858,InChIKey=IKXILDNPCZPPRV-RFMGOVQKSA-N,Drostanolone
72,DB00332,InChIKey=LHLMOSXCXGLMMN-VVQPYUEFSA-M,Ipratropium bromide
73,DB00876,InChIKey=OROAFUQRIXKEMV-LDADJPATSA-N,Eprosartan
74,DB00407,InChIKey=HTTJABKRGRZYRN-UHFFFAOYSA-N,Ardeparin
75,DB00949,InChIKey=WKGXYQFOCVYPAC-UHFFFAOYSA-N,Felbamate
76,DB00481,InChIKey=GZUITABIAKMVPG-UHFFFAOYSA-N,Raloxifene
77,DB08946,InChIKey=OIRFJRBSRORBCM-UHFFFAOYNA-N,Iopanoic acid
