1,GO:0032474,otolith morphogenesis
2,GO:0010536,positive regulation of activation of Janus kinase activity
3,GO:0010759,positive regulation of macrophage chemotaxis
4,GO:0009100,glycoprotein metabolic process
5,GO:0038183,bile acid signaling pathway
6,GO:0060167,regulation of adenosine receptor signaling pathway
7,GO:0006726,eye pigment biosynthetic process
8,GO:0010243,response to organonitrogen compound
9,GO:0010455,positive regulation of cell fate commitment
10,GO:0044362,negative regulation of molecular function in other organism
11,GO:0060488,orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis
12,GO:0071169,establishment of protein localization to chromatin
13,GO:0048640,negative regulation of developmental growth
14,GO:0036296,response to increased oxygen levels
15,GO:0048145,regulation of fibroblast proliferation
16,GO:1990743,protein sialylation
17,GO:0009062,fatty acid catabolic process
18,GO:0060474,positive regulation of sperm motility involved in capacitation
19,GO:0097104,postsynaptic membrane assembly
20,GO:1990776,response to angiotensin
21,GO:0001539,cilium or flagellum-dependent cell motility
22,GO:0003072,renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure
23,GO:0008360,regulation of cell shape
24,GO:0072595,maintenance of protein localization in organelle
25,GO:0043407,negative regulation of MAP kinase activity
26,GO:0035384,thioester biosynthetic process
27,GO:0010758,regulation of macrophage chemotaxis
28,GO:1900218,negative regulation of apoptotic process involved in metanephric nephron tubule development
29,GO:0007212,dopamine receptor signaling pathway
30,GO:0090265,positive regulation of immune complex clearance by monocytes and macrophages
31,GO:2000674,regulation of type B pancreatic cell apoptotic process
32,GO:0007259,JAK-STAT cascade
33,GO:0044804,nucleophagy
34,GO:0030502,negative regulation of bone mineralization
35,GO:0000727,double-strand break repair via break-induced replication
36,GO:0051012,microtubule sliding
37,GO:0071284,cellular response to lead ion
38,GO:0010692,regulation of alkaline phosphatase activity
39,GO:0008105,asymmetric protein localization
40,GO:0007140,male meiosis
41,GO:1901224,positive regulation of NIK/NF-kappaB signaling
42,GO:0035441,cell migration involved in vasculogenesis
43,GO:0009629,response to gravity
44,GO:0032880,regulation of protein localization
45,GO:0014824,artery smooth muscle contraction
46,GO:0090204,protein localization to nuclear pore
47,GO:0010980,positive regulation of vitamin D 24-hydroxylase activity
48,GO:2000739,regulation of mesenchymal stem cell differentiation
49,GO:2000138,positive regulation of cell proliferation involved in heart morphogenesis
50,GO:0090077,foam cell differentiation
51,GO:0060080,inhibitory postsynaptic potential
52,GO:0060964,regulation of gene silencing by miRNA
53,GO:0071931,positive regulation of transcription involved in G1/S transition of mitotic cell cycle
54,GO:0000963,mitochondrial RNA processing
55,GO:0010838,positive regulation of keratinocyte proliferation
56,GO:0060849,regulation of transcription involved in lymphatic endothelial cell fate commitment
57,GO:0060686,negative regulation of prostatic bud formation
58,GO:0090305,nucleic acid phosphodiester bond hydrolysis
59,GO:0015846,polyamine transport
60,GO:0006482,protein demethylation
61,GO:0048711,positive regulation of astrocyte differentiation
62,GO:0052204,negative regulation of molecular function in other organism involved in symbiotic interaction
63,GO:0097264,self proteolysis
64,GO:1903039,positive regulation of leukocyte cell-cell adhesion
65,GO:0007584,response to nutrient
66,GO:0030218,erythrocyte differentiation
67,GO:0035249,synaptic transmission, glutamatergic
68,GO:0019563,glycerol catabolic process
69,GO:0071655,regulation of granulocyte colony-stimulating factor production
70,GO:2001273,regulation of glucose import in response to insulin stimulus
71,GO:0044256,protein digestion
72,GO:1904064,positive regulation of cation transmembrane transport
73,GO:0071724,response to diacyl bacterial lipopeptide
74,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity
75,GO:0036503,ERAD pathway
76,GO:0006368,transcription elongation from RNA polymerase II promoter
77,GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter
78,GO:0016557,peroxisome membrane biogenesis
79,GO:0048639,positive regulation of developmental growth
80,GO:0042996,regulation of Golgi to plasma membrane protein transport
81,GO:0030834,regulation of actin filament depolymerization
82,GO:2000724,positive regulation of cardiac vascular smooth muscle cell differentiation
83,GO:0032535,regulation of cellular component size
84,GO:0072110,glomerular mesangial cell proliferation
85,GO:0002906,negative regulation of mature B cell apoptotic process
86,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand
87,GO:0002667,regulation of T cell anergy
88,GO:1904304,regulation of gastro-intestinal system smooth muscle contraction
89,GO:0035729,cellular response to hepatocyte growth factor stimulus
90,GO:0001553,luteinization
91,GO:0048625,myoblast fate commitment
92,GO:2000064,regulation of cortisol biosynthetic process
93,GO:0061073,ciliary body morphogenesis
94,GO:0001866,NK T cell proliferation
95,GO:0017144,drug metabolic process
96,GO:0032673,regulation of interleukin-4 production
97,GO:2000744,positive regulation of anterior head development
98,GO:0010730,negative regulation of hydrogen peroxide biosynthetic process
99,GO:0048499,synaptic vesicle membrane organization
100,GO:0061572,actin filament bundle organization
101,GO:0086019,cell-cell signaling involved in cardiac conduction
102,GO:0048839,inner ear development
103,GO:0033083,regulation of immature T cell proliferation
104,GO:0006168,adenine salvage
105,GO:0071733,transcriptional activation by promoter-enhancer looping
106,GO:0072584,caveolin-mediated endocytosis
107,GO:0035634,response to stilbenoid
108,GO:0019408,dolichol biosynthetic process
109,GO:1901315,negative regulation of histone H2A K63-linked ubiquitination
110,GO:0036492,eiF2alpha phosphorylation in response to endoplasmic reticulum stress
111,GO:0010744,positive regulation of macrophage derived foam cell differentiation
112,GO:0033160,positive regulation of protein import into nucleus, translocation
113,GO:0001934,positive regulation of protein phosphorylation
114,GO:1902932,positive regulation of alcohol biosynthetic process
115,GO:0071033,nuclear retention of pre-mRNA at the site of transcription
116,GO:0046883,regulation of hormone secretion
117,GO:0005979,regulation of glycogen biosynthetic process
118,GO:0071676,negative regulation of mononuclear cell migration
119,GO:0019317,fucose catabolic process
120,GO:0010565,regulation of cellular ketone metabolic process
121,GO:0003279,cardiac septum development
122,GO:0044869,negative regulation by host of viral exo-alpha-sialidase activity
123,GO:0009948,anterior/posterior axis specification
124,GO:0034508,centromere complex assembly
125,GO:0050820,positive regulation of coagulation
126,GO:0043545,molybdopterin cofactor metabolic process
127,GO:0046885,regulation of hormone biosynthetic process
128,GO:0007113,endomitotic cell cycle
129,GO:0051970,negative regulation of transmission of nerve impulse
130,GO:0043474,pigment metabolic process involved in pigmentation
131,GO:0071542,dopaminergic neuron differentiation
132,GO:0070842,aggresome assembly
133,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response
134,GO:0014738,regulation of muscle hyperplasia
135,GO:0097021,lymphocyte migration into lymphoid organs
136,GO:0003190,atrioventricular valve formation
137,GO:0080154,regulation of fertilization
138,GO:0031333,negative regulation of protein complex assembly
139,GO:1900451,positive regulation of glutamate receptor signaling pathway
140,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
141,GO:0014805,smooth muscle adaptation
142,GO:0006896,Golgi to vacuole transport
143,GO:0060971,embryonic heart tube left/right pattern formation
144,GO:0032058,positive regulation of translational initiation in response to stress
145,GO:0019218,regulation of steroid metabolic process
146,GO:0016062,adaptation of rhodopsin mediated signaling
147,GO:1903828,negative regulation of cellular protein localization
148,GO:0034755,iron ion transmembrane transport
149,GO:1904882,regulation of telomerase catalytic core complex assembly
150,GO:0051466,positive regulation of corticotropin-releasing hormone secretion
151,GO:0070837,dehydroascorbic acid transport
152,GO:0071712,ER-associated misfolded protein catabolic process
153,GO:0035754,B cell chemotaxis
154,GO:0097274,urea homeostasis
155,GO:0006880,intracellular sequestering of iron ion
156,GO:1902115,regulation of organelle assembly
157,GO:0006120,mitochondrial electron transport, NADH to ubiquinone
158,GO:0000479,endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
159,GO:0071461,cellular response to redox state
160,GO:0090130,tissue migration
161,GO:0019049,evasion or tolerance of host defenses by virus
162,GO:0060676,ureteric bud formation
163,GO:0061029,eyelid development in camera-type eye
164,GO:0006703,estrogen biosynthetic process
165,GO:0061582,intestinal epithelial cell migration
166,GO:0009214,cyclic nucleotide catabolic process
167,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production
168,GO:0072107,positive regulation of ureteric bud formation
169,GO:0061298,retina vasculature development in camera-type eye
170,GO:0001763,morphogenesis of a branching structure
171,GO:0003348,cardiac endothelial cell differentiation
172,GO:1901031,regulation of response to reactive oxygen species
173,GO:0090365,regulation of mRNA modification
174,GO:0071466,cellular response to xenobiotic stimulus
175,GO:0002323,natural killer cell activation involved in immune response
176,GO:0030838,positive regulation of actin filament polymerization
177,GO:0019413,acetate biosynthetic process
178,GO:0035926,chemokine (C-C motif) ligand 2 secretion
179,GO:0016568,chromatin modification
180,GO:1903553,positive regulation of extracellular exosome assembly
181,GO:0071695,anatomical structure maturation
182,GO:0007267,cell-cell signaling
183,GO:0006296,nucleotide-excision repair, DNA incision, 5'-to lesion
184,GO:2000583,regulation of platelet-derived growth factor receptor-alpha signaling pathway
185,GO:0072136,metanephric mesenchymal cell proliferation involved in metanephros development
186,GO:0021557,oculomotor nerve development
187,GO:0061031,endodermal digestive tract morphogenesis
188,GO:0090241,negative regulation of histone H4 acetylation
189,GO:0051683,establishment of Golgi localization
190,GO:0045060,negative thymic T cell selection
191,GO:0007260,tyrosine phosphorylation of STAT protein
192,GO:0007252,I-kappaB phosphorylation
193,GO:0046902,regulation of mitochondrial membrane permeability
194,GO:0007497,posterior midgut development
195,GO:0030514,negative regulation of BMP signaling pathway
196,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response
197,GO:0048552,regulation of metalloenzyme activity
198,GO:0032373,positive regulation of sterol transport
199,GO:2000480,negative regulation of cAMP-dependent protein kinase activity
200,GO:1901550,regulation of endothelial cell development
201,GO:0008637,apoptotic mitochondrial changes
202,GO:0050819,negative regulation of coagulation
203,GO:0043302,positive regulation of leukocyte degranulation
204,GO:0014835,myoblast differentiation involved in skeletal muscle regeneration
205,GO:0019442,tryptophan catabolic process to acetyl-CoA
206,GO:0000820,regulation of glutamine family amino acid metabolic process
207,GO:0036037,CD8-positive, alpha-beta T cell activation
208,GO:0019551,glutamate catabolic process to 2-oxoglutarate
209,GO:0046322,negative regulation of fatty acid oxidation
210,GO:0010666,positive regulation of cardiac muscle cell apoptotic process
211,GO:0051494,negative regulation of cytoskeleton organization
212,GO:0002591,positive regulation of antigen processing and presentation of peptide antigen via MHC class I
213,GO:0051353,positive regulation of oxidoreductase activity
214,GO:0071675,regulation of mononuclear cell migration
215,GO:0046133,pyrimidine ribonucleoside catabolic process
216,GO:0030451,regulation of complement activation, alternative pathway
217,GO:0090238,positive regulation of arachidonic acid secretion
218,GO:0046940,nucleoside monophosphate phosphorylation
219,GO:0016125,sterol metabolic process
220,GO:0042451,purine nucleoside biosynthetic process
221,GO:0060263,regulation of respiratory burst
222,GO:0010645,regulation of cell communication by chemical coupling
223,GO:0006635,fatty acid beta-oxidation
224,GO:0051792,medium-chain fatty acid biosynthetic process
225,GO:1902474,positive regulation of protein localization to synapse
226,GO:0005999,xylulose biosynthetic process
227,GO:0001999,renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure
228,GO:0060216,definitive hemopoiesis
229,GO:1901204,regulation of adrenergic receptor signaling pathway involved in heart process
230,GO:2000191,regulation of fatty acid transport
231,GO:0060976,coronary vasculature development
232,GO:0006264,mitochondrial DNA replication
233,GO:0034767,positive regulation of ion transmembrane transport
234,GO:0050993,dimethylallyl diphosphate metabolic process
235,GO:0001550,ovarian cumulus expansion
236,GO:1903233,regulation of calcium ion-dependent exocytosis of neurotransmitter
237,GO:0006112,energy reserve metabolic process
238,GO:0060502,epithelial cell proliferation involved in lung morphogenesis
239,GO:0048852,diencephalon morphogenesis
240,GO:0032412,regulation of ion transmembrane transporter activity
241,GO:0010917,negative regulation of mitochondrial membrane potential
242,GO:0060129,thyroid-stimulating hormone-secreting cell differentiation
243,GO:0031529,ruffle organization
244,GO:0090182,regulation of secretion of lysosomal enzymes
245,GO:1902287,semaphorin-plexin signaling pathway involved in axon guidance
246,GO:0042320,regulation of circadian sleep/wake cycle, REM sleep
247,GO:0071450,cellular response to oxygen radical
248,GO:0098787,mRNA cleavage involved in mRNA processing
249,GO:0071462,cellular response to water stimulus
250,GO:0032570,response to progesterone
251,GO:0061687,detoxification of inorganic compound
252,GO:0097105,presynaptic membrane assembly
253,GO:0050982,detection of mechanical stimulus
254,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol
255,GO:0060017,parathyroid gland development
256,GO:0002052,positive regulation of neuroblast proliferation
257,GO:1903973,negative regulation of cellular response to macrophage colony-stimulating factor stimulus
258,GO:2000973,regulation of pro-B cell differentiation
259,GO:0044706,multi-multicellular organism process
260,GO:0035928,rRNA import into mitochondrion
261,GO:0006469,negative regulation of protein kinase activity
262,GO:0007622,rhythmic behavior
263,GO:1900164,nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
264,GO:0014717,regulation of satellite cell activation involved in skeletal muscle regeneration
265,GO:0018027,peptidyl-lysine dimethylation
266,GO:0070358,actin polymerization-dependent cell motility
267,GO:1904694,negative regulation of vascular smooth muscle contraction
268,GO:0032429,regulation of phospholipase A2 activity
269,GO:1904896,ESCRT complex disassembly
270,GO:0071403,cellular response to high density lipoprotein particle stimulus
271,GO:0010591,regulation of lamellipodium assembly
272,GO:0097477,lateral motor column neuron migration
273,GO:0010693,negative regulation of alkaline phosphatase activity
274,GO:0090402,oncogene-induced cell senescence
275,GO:0032231,regulation of actin filament bundle assembly
276,GO:0045830,positive regulation of isotype switching
277,GO:0070493,thrombin receptor signaling pathway
278,GO:0000395,mRNA 5'-splice site recognition
279,GO:0016071,mRNA metabolic process
280,GO:0070236,negative regulation of activation-induced cell death of T cells
281,GO:0050962,detection of light stimulus involved in sensory perception
282,GO:0048385,regulation of retinoic acid receptor signaling pathway
283,GO:0060052,neurofilament cytoskeleton organization
284,GO:0061182,negative regulation of chondrocyte development
285,GO:0008593,regulation of Notch signaling pathway
286,GO:0019550,glutamate catabolic process to aspartate
287,GO:0031060,regulation of histone methylation
288,GO:2001269,positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
289,GO:0003073,regulation of systemic arterial blood pressure
290,GO:0070232,regulation of T cell apoptotic process
291,GO:2001140,positive regulation of phospholipid transport
292,GO:0046104,thymidine metabolic process
293,GO:0090032,negative regulation of steroid hormone biosynthetic process
294,GO:0051150,regulation of smooth muscle cell differentiation
295,GO:0034351,negative regulation of glial cell apoptotic process
296,GO:0032770,positive regulation of monooxygenase activity
297,GO:0050655,dermatan sulfate proteoglycan metabolic process
298,GO:0021913,regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification
299,GO:1901605,alpha-amino acid metabolic process
300,GO:0030258,lipid modification
301,GO:0009051,pentose-phosphate shunt, oxidative branch
302,GO:0031294,lymphocyte costimulation
303,GO:0046475,glycerophospholipid catabolic process
304,GO:0021943,formation of radial glial scaffolds
305,GO:0006044,N-acetylglucosamine metabolic process
306,GO:1903625,negative regulation of DNA catabolic process
307,GO:0030073,insulin secretion
308,GO:0006349,regulation of gene expression by genetic imprinting
309,GO:0010107,potassium ion import
310,GO:0002361,CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation
311,GO:0035825,reciprocal DNA recombination
312,GO:0019048,modulation by virus of host morphology or physiology
313,GO:2000319,regulation of T-helper 17 cell differentiation
314,GO:2000553,positive regulation of T-helper 2 cell cytokine production
315,GO:0001832,blastocyst growth
316,GO:0043482,cellular pigment accumulation
317,GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction
318,GO:0034166,toll-like receptor 10 signaling pathway
319,GO:0007254,JNK cascade
320,GO:2000466,negative regulation of glycogen (starch) synthase activity
321,GO:1903575,cornified envelope assembly
322,GO:0007296,vitellogenesis
323,GO:0044334,canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition
324,GO:0043368,positive T cell selection
325,GO:0060536,cartilage morphogenesis
326,GO:0046532,regulation of photoreceptor cell differentiation
327,GO:0070198,protein localization to chromosome, telomeric region
328,GO:0002879,positive regulation of acute inflammatory response to non-antigenic stimulus
329,GO:1903935,response to sodium arsenite
330,GO:0048305,immunoglobulin secretion
331,GO:0061469,regulation of type B pancreatic cell proliferation
332,GO:0009176,pyrimidine deoxyribonucleoside monophosphate metabolic process
333,GO:0098734,macromolecule depalmitoylation
334,GO:0032252,secretory granule localization
335,GO:0050911,detection of chemical stimulus involved in sensory perception of smell
336,GO:0098781,ncRNA transcription
337,GO:0051900,regulation of mitochondrial depolarization
338,GO:0045423,regulation of granulocyte macrophage colony-stimulating factor biosynthetic process
339,GO:0044259,multicellular organismal macromolecule metabolic process
340,GO:0009912,auditory receptor cell fate commitment
341,GO:0010894,negative regulation of steroid biosynthetic process
342,GO:0030886,negative regulation of myeloid dendritic cell activation
343,GO:0046060,dATP metabolic process
344,GO:0090277,positive regulation of peptide hormone secretion
345,GO:1900078,positive regulation of cellular response to insulin stimulus
346,GO:0043525,positive regulation of neuron apoptotic process
347,GO:0035993,deltoid tuberosity development
348,GO:0050806,positive regulation of synaptic transmission
349,GO:0048634,regulation of muscle organ development
350,GO:0031063,regulation of histone deacetylation
351,GO:0044723,single-organism carbohydrate metabolic process
