1,C0023448,Lymphocytic leukaemia
2,C0575810,Hands weakness of
3,C0025193,Melancholia
4,C0578687,Sore eye
5,C0919671,Subileus
6,C0237849,Skin exfoliation
7,C0042267,Vaginal inflammation
8,C1141885,Sclerosing encapsulating peritonitis
9,C0339807,House dust allergy
10,C0235222,Diastolic hypertension
11,C0850638,Infected bites
12,C1456329,Stomach dilation procedure
13,C0017181,Gastrointestinal haemorrhage
14,C3160759,Tumour cell mobilisation
15,C0684275,Haemophilia
16,C0743668,Limb injury
17,C0085612,Ventricular arrhythmia
18,C0040210,VT
19,C0392676,Hyperpyrexia
20,C0003079,Pupils unequal
21,C1175175,Severe acute respiratory syndrome
22,C0151500,Anticholinergic syndrome
23,C1963790,Vulvovaginal burning sensation
24,C0040261,Onychomycosis
25,C0014358,Pseudomembranous enterocolitis
26,C0233763,Hallucination, visual
27,C0857112,Glaucoma both eyes
28,C0521634,Genital itching female
29,C0853011,Diabetic hyperglycaemic coma
30,C0853875,Myoglobin urine present
31,C0522224,Paralysis
32,C0344304,Abdominal pain generalised
33,C0006849,Oral candidiasis
34,C0151529,Bleeding time prolonged
35,C3160947,CNS toxicity
36,C0016867,Furunculosis
37,C0542051,Instability vasomotor
38,C0750887,Adrenal gland cancer
39,C0020579,Hypervitaminosis A
40,C0853023,Blood parathyroid hormone increased
41,C0025312,Meningomyelocele
42,C3495931,Vestibular toxicity
43,C0856099,Hemorrhoids aggravated
44,C0854530,Human herpesvirus 6 infection
45,C0007193,Congestive cardiomyopathy
46,C0009663,Anogenital warts
47,C1112469,Cytomegalovirus syndrome
48,C0234655,Burning sensation in eye
49,C0522067,Hepatic pain
50,C0857087,Dizzy spells
51,C2745924,Platelet aggregation increased
52,C0863070,Catheter site related reaction
53,C0023518,Leukocytosis
54,C0220854,Hyperpnea
55,C0002884,Hypochromic anaemia
56,C0034642,Rales
57,C0427564,Platelet count normal
58,C0086525,Lassitude
59,C0152267,Hodgkin's disease lymphocyte depletion type stage unspecified
60,C0549350,Conjunctivitis exacerbated
61,C0018811,Foetal heart rate
62,C0022504,Kaposi's varicelliform eruption
63,C0029261,Orgasm abnormal
64,C0020541,Portal hypertension
65,C0234962,Pulmonary vasculitis
66,C0085298,Sudden cardiac death
67,C0241254,Mucous stools
68,C2938903,HDL cholesterol increased
69,C1321581,Bezoar
70,C0853124,Blood follicle stimulating hormone increased
71,C0155118,Corneal degeneration
72,C0085932,Dermatitis bullous
73,C0595900,Blood chloride increased
74,C0860160,Diabetes mellitus inadequate control
75,C0009782,Connective tissue disorder
76,C0151684,Granuloma skin
77,C0013592,Ectropion
78,C0694549,Community acquired pneumonia
79,C0423271,Scleral hyperaemia
80,C0235093,Paralysis of bladder
81,C0743575,Oesophageal irritation
82,C0423153,Lacrimation
83,C0549229,Nail discomfort
84,C0151824,Biliary colic
85,C0152086,Traumatic arthropathy
86,C0392378,Gingival ulceration
87,C1318314,Epithelial cells urine
88,C0011849,Diabetes mellitus
89,C0022876,Premature labour
90,C0859037,Feeling of residual urine
91,C0860453,Loss of skin markings
92,C0017551,Gilbert's syndrome
93,C0860209,Gallbladder sludge
94,C0029443,Osteomyelitis
95,C0267834,Hepatic cyst
96,C0853035,Blood creatinine normal
97,C0162119,Haemoglobin decreased
98,C0686347,Tardive dyskinesia
99,C0580317,Platelet count abnormal
100,C0392674,Exhaustion
101,C0342592,Anion gap increased
102,C0004659,Bacteriuria
103,C0032781,Postnasal drip
104,C1112746,Hepatic lymphoma
105,C0032019,Pituitary tumour
106,C0042721,Hepatitis viral
107,C0564768,Genital infection male
108,C0687675,Pregnancy loss
109,C0042138,Uterine neoplasm
110,C0854382,Libido disorder
111,C0036130,Salpingitis
112,C0863129,AGEP
113,C1565489,Renal impairment
114,C0026884,Mutism
115,C1142172,Incision site complication
116,C0853891,Tumour flare
117,C0002896,Sideroblastic anaemia
118,C0007113,Rectal cancer
119,C1510450,Dysacusis
120,C0009241,Cognitive disorder
121,C0553704,Serum potassium increased
122,C0235238,Cycloplegia
123,C0010414,Cryptococcosis
124,C0149744,Oral lesion
125,C0338573,Intracranial venous sinus thrombosis
126,C1142135,Muscle relaxant therapy
127,C0016242,Vitreous floaters
128,C0853811,Croup infectious
129,C0015644,Fasciculation
130,C0855440,Pancreatic enzymes abnormal
131,C0854453,Escherichia sepsis
132,C0235169,Excitability
133,C0700639,Congenital hypertrophic pyloric stenosis
134,C0010346,Crohn's disease
135,C0038000,Splenic rupture
136,C0154251,Lipid metabolism disorder
137,C0589616,Genitourinary chlamydia infection
138,C0000772,Multiple congenital abnormalities
139,C0085620,Paralysis flaccid
140,C0750426,White blood cell count increased
141,C0023182,Cerebrospinal fluid leakage
142,C0025209,Melanosis
143,C0520575,Pyelonephritis acute
144,C1295715,Fibrinogen decreased
145,C0854058,pH urine increased
146,C0032460,Polycystic ovaries
147,C0231451,Joint hyperextension
148,C0149770,Rectal abscess
149,C0581883,Complete hearing loss
150,C0151310,Paresthesia generalized
151,C0919726,Postoperative hypertension
152,C0520854,Mean arterial pressure decreased
153,C0700225,Serum creatinine increased
154,C3665473,Deafness bilateral
155,C0919909,Tonic clonic movements
156,C0948089,Acute coronary syndrome
157,C0751900,Motor tic
158,C0151474,Alcohol intolerance
159,C0549250,Jaw stiffness
160,C0152021,Heart disease congenital
161,C0151582,Urate crystalluria
162,C1611162,Plateletcrit decreased
163,C0033581,Prostatitis
164,C1739363,Prostatic hypertrophy
165,C0020305,Hydrops foetalis
166,C0239652,Paraesthesia foot
167,C0020255,Hydrocephalus
168,C0015468,Facial pain
169,C0010399,Crying
170,C1619727,Decompensated cirrhosis
171,C0043541,Zygomycosis
172,C2586050,Oesophagitis ulcerative
173,C0023067,Laryngitis
174,C0580546,Blood glucose abnormal
175,C0155503,Vertigo CNS origin
176,C0206698,Cholangiocarcinoma
177,C0584995,Writing impaired
178,C0006144,Breast cyst
179,C0027438,Nasopharyngeal disorder
180,C0012833,Dizziness
181,C0854210,Incomplete precocious puberty
182,C0853084,High density lipoprotein increased
183,C0549150,Pseudofolliculitis barbae
184,C0151463,Breast abscess
185,C0038534,Subconjunctival hemorrhage
186,C0854135,Infection pseudomonas aeruginosa
187,C0152008,Vulvovaginal disorder
188,C0035344,Retinopathy of prematurity
189,C0242362,Intervertebral disc protrusion
190,C1328428,Mycobacterium test
191,C0015393,Congenital eye disorder
192,C2242711,Arteritic anterior ischaemic optic neuropathy
193,C0233469,Blunted affect
194,C1384597,Acquired megacolon
195,C1142113,Hyperalbuminaemia
196,C1112274,Genital discharge
197,C0037023,Sialoadenitis
198,C0178416,Hypoplastic anaemia
199,C0271211,Erythropsia
200,C0558348,Gastroenteritis bacterial
201,C0522245,Feeling hot and cold
202,C0856968,Raised serum lipid levels
203,C1504405,Pyramidal tract syndrome
204,C0410256,Muscle injury
205,C0018944,Haematoma
206,C0877336,Blood bilirubin decreased
207,C0156339,Vulval ulceration
208,C0023529,Periventricular leukomalacia
209,C0857400,Retrosternal discomfort
210,C0016059,Fibrosis
211,C0542184,Reaction gastrointestinal
212,C0311220,Lymphocytoma cutis
213,C0235401,Glucose tolerance abnormal
214,C0917816,Mental deficiency
215,C0235560,Respiratory tract haemorrhage
216,C0005697,Neurogenic bladder
217,C1096250,Gastrointestinal discomfort
218,C0241934,Hypomania
219,C0036982,Shock haemorrhagic
220,C0014511,Cyst epidermal
221,C0011609,Drug eruption
222,C0151898,Schizophrenic reaction
223,C0521622,Bilateral hydronephrosis
224,C0344365,Incomplete bladder emptying
225,C0022107,Irritability
226,C0002170,Alopecia
227,C0032633,Dyshidrotic eczema
228,C1328411,Post procedural haematoma
229,C0948395,Gastrointestinal hypermotility
230,C0036454,Scotoma
231,C0278134,Sensory loss
232,C0860803,Glucose increased
233,C0030305,Pancreatitis
234,C0919924,Pulmonary toxicity
235,C0079744,Diffuse large B-cell lymphoma
236,C0877027,Joint range of motion decreased
237,C0231303,Distress
238,C0521499,Injection site pigmentation changes
239,C0235069,Tetanus-like
240,C0159056,Abnormal chest sounds NOS
241,C0037317,Sleep disturbance
242,C0854697,Dermatitis flare-up
243,C0241619,Vaginal cyst
244,C0221345,Nail discolouration
245,C0332798,Open wound
246,C0595938,Increased effect
247,C0008370,Cholestasis
248,C0919600,Application site hyperaesthesia
249,C0021368,Inflammation
250,C0003868,Gouty arthritis
251,C1168225,Inner ear infection
252,C0151726,Injection site hypersensitivity
253,C0021177,Libido increased
254,C0854532,Myopericarditis
255,C0221203,Rash vesicular
256,C0240802,Pregnancy test positive
257,C0877117,Cytomegalovirus gastritis
258,C0235472,Pulse abnormal
259,C0232132,Thready pulse
260,C0454643,Word finding difficulty
261,C0151673,Gonadotropins NOS low
262,C0035457,Perennial allergic rhinitis
263,C0243010,Encephalitis viral
264,C0240327,Taste metallic
265,C1737211,Hypoglycaemic unconsciousness
266,C0151465,Renal abscess
267,C0302809,Hepatitis fulminant
268,C0853040,Reaction to drug excipients
269,C0020550,Hyperthyroidism
270,C0277986,Gingival oedema
271,C0855775,Pulmonary function test decreased
272,C0852795,Blood insulin increased
273,C0040923,Trichomonal vaginitis
274,C0580413,Prothrombin time shortened
275,C0267940,Pancreatitis haemorrhagic
276,C0919702,Ventricular hypokinesia
277,C0853118,Blood testosterone increased
278,C0857331,Acute liver damage
279,C0852878,Non-accidental injury
280,C0521495,Application site rash
281,C0149726,Pulmonary mass
282,C3665444,Neutrophilia
283,C0438142,Urine analysis abnormal
284,C1704327,Bone sarcoma
285,C0206624,Hepatoblastoma
286,C0948976,Leukaemia cutis
287,C0153452,Gallbladder cancer
288,C0011570,Depression
289,C0027497,Nausea
290,C0425449,Gasping
291,C1261562,Detrusor instability
292,C2363722,Steroid psychosis
293,C0948595,Ocular discomfort
294,C0018926,Haematemesis
295,C1761613,Conjunctival hyperaemia
296,C0266241,Congenital absence of bile ducts
297,C0029124,Optic atrophy
298,C0268407,Cardiac amyloidosis
299,C0033247,Proctocolitis
300,C0859290,Black spot
301,C0575805,Hand swelling
302,C0542215,Slough injection site
303,C0521161,Vasculitic rash
304,C0860204,Cholestatic liver disease
305,C0948610,Abdominal strangulated hernia
306,C0853312,Osteoarthritis aggravated
307,C1168149,Perioral tingling
308,C0854146,Blood test abnormal
309,C0004245,Atrioventricular block
310,C0017412,Genital disorder male
311,C0155550,Neural hearing loss
312,C1095923,Febrile bone marrow aplasia
313,C0847033,Allergic oedema
314,C0035522,Rib fracture
315,C0948715,Infusion related reaction
316,C0031212,Personality disorder
317,C0426390,Bladder spasm
318,C2981158,Loss of libido
319,C0266008,Breast malformation
320,C0948425,Large intestinal haemorrhage
321,C0178829,Reproductive tract disorder
322,C0919661,Heart alternation
