Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTMaxTc/N2/Tc8_9/test10.csv
Dataset=N2Tc0.8to0.9, Avg.TPR35=0.90625, S.E.M.TPR35=0.0216506350946
[0.75, 0.9375, 0.84375, 0.9375, 0.96875, 0.96875, 0.90625, 0.96875, 0.9375, 0.84375]
Rank	TPR
1	0.0
2	0.021875
3	0.83125
4	0.859375
5	0.86875
6	0.875
7	0.884375
8	0.89375
9	0.89375
10	0.896875
11	0.896875
12	0.896875
13	0.896875
14	0.903125
15	0.903125
16	0.903125
17	0.903125
18	0.903125
19	0.903125
20	0.903125
21	0.903125
22	0.90625
23	0.90625
24	0.90625
