Erlotinib	LCK_HUMAN	0.8354008	0
Erlotinib	KPCD1_HUMAN	0.7474104	0
Erlotinib	ITK_HUMAN	0.7701038	0
Erlotinib	ERBB2_HUMAN	0.9483795	0
Erlotinib	RAF1_HUMAN	0.7701038	0
Erlotinib	PGFRB_HUMAN	0.8354008	0
Erlotinib	BTK_HUMAN	0.7474104	0
Erlotinib	TTK_HUMAN	0.7474104	0
Erlotinib	TIE2_HUMAN	0.7474104	0
Erlotinib	MP2K1_HUMAN	0.7474104	0
Erlotinib	MK10_HUMAN	0.7701038	0
Erlotinib	SRC_HUMAN	0.8354008	0
Erlotinib	NTRK1_HUMAN	0.8354008	0
Erlotinib	KS6A3_HUMAN	0.7474104	0
Erlotinib	INSR_HUMAN	0.8354008	0
Erlotinib	EPHB4_HUMAN	0.8597928	0
Erlotinib	MK08_HUMAN	0.7474104	0
Erlotinib	KIT_HUMAN	0.8354008	0
Erlotinib	DDR2_HUMAN	0.8597928	0
Erlotinib	PLK4_HUMAN	0.7701038	0
Erlotinib	JAK2_HUMAN	0.8354008	0
Erlotinib	FYN_HUMAN	0.8597928	0
Erlotinib	MYLK_HUMAN	0.7474104	0
Erlotinib	DAPK3_HUMAN	0.7474104	0
Erlotinib	PHKG2_HUMAN	0.7474104	0
Erlotinib	KC1E_HUMAN	0.8354008	0
Erlotinib	CLK2_HUMAN	0.7474104	0
Erlotinib	MK12_HUMAN	0.7701038	0
Erlotinib	CDK16_HUMAN	0.7474104	0
Erlotinib	KS6A2_HUMAN	0.7474104	0
Erlotinib	ST17A_HUMAN	0.7474104	0
Erlotinib	TNIK_HUMAN	0.8627031	0
Erlotinib	FGFR1_HUMAN	0.8597928	0
Erlotinib	TXK_HUMAN	0.7701038	0
Erlotinib	CSF1R_HUMAN	0.8354008	0
Erlotinib	AURKA_HUMAN	0.8354008	0
Erlotinib	FGFR3_HUMAN	0.8627031	0
Erlotinib	STK3_HUMAN	0.7474104	0
Erlotinib	NTRK2_HUMAN	0.8354008	0
Erlotinib	STK33_HUMAN	0.7474104	0
Erlotinib	UFO_HUMAN	0.8627031	0
Erlotinib	MERTK_HUMAN	0.8354008	0
Erlotinib	NEK2_HUMAN	0.7474104	0
Erlotinib	TYK2_HUMAN	0.7474104	0
Erlotinib	CSK_HUMAN	0.8354008	0
Erlotinib	MRCKA_HUMAN	0.7474104	0
Erlotinib	TGFR2_HUMAN	0.7701038	0
Erlotinib	RIPK1_HUMAN	0.7474104	0
Erlotinib	M4K4_HUMAN	0.8597928	0
Erlotinib	MK11_HUMAN	0.8627031	0
Erlotinib	EPHB3_HUMAN	0.7474104	0
Erlotinib	PTK6_HUMAN	0.8354008	0
Erlotinib	MK13_HUMAN	0.7701038	0
Erlotinib	EPHA2_HUMAN	0.8627031	0
Erlotinib	EPHB1_HUMAN	0.8354008	0
Erlotinib	M3K9_HUMAN	0.7701038	0
Erlotinib	KS6A1_HUMAN	0.7701038	0
Erlotinib	CDK7_HUMAN	0.7474104	0
Erlotinib	ACVR1_HUMAN	0.7474104	0
Erlotinib	EPHA5_HUMAN	0.8354008	0
Erlotinib	AAPK1_HUMAN	0.7474104	0
Erlotinib	PHKG1_HUMAN	0.7474104	0
Erlotinib	M4K3_HUMAN	0.7701038	0
Erlotinib	M4K1_HUMAN	0.7474104	0
Erlotinib	CDK19_HUMAN	0.7474104	0
Erlotinib	SRMS_HUMAN	0.7474104	0
Erlotinib	KS6A6_HUMAN	0.7701038	0
Erlotinib	MRCKB_HUMAN	0.7474104	0
Erlotinib	EPHB2_HUMAN	0.8354008	0
Erlotinib	LIMK1_HUMAN	0.7474104	0
Erlotinib	BMX_HUMAN	0.7701038	0
Erlotinib	MP2K2_HUMAN	0.7701038	0
Erlotinib	KC1AL_HUMAN	0.7474104	0
Erlotinib	STK36_HUMAN	0.7701038	0
Erlotinib	MLTK_HUMAN	0.8354008	0
Erlotinib	NLK_HUMAN	0.7474104	0
Erlotinib	MUSK_HUMAN	0.7701038	0
Erlotinib	FER_HUMAN	0.7474104	0
Erlotinib	SIK1_HUMAN	0.7474104	0
Erlotinib	NTRK3_HUMAN	0.7474104	0
Erlotinib	ANKK1_HUMAN	0.7474104	0
Erlotinib	SIK2_HUMAN	0.7701038	0
Erlotinib	LATS2_HUMAN	0.7474104	0
Erlotinib	M4K5_HUMAN	0.8354008	0
Erlotinib	IRAK3_HUMAN	0.7701038	0
Erlotinib	ROS1_HUMAN	0.7474104	0
Erlotinib	FGFR4_HUMAN	0.7701038	0
Erlotinib	EPHA1_HUMAN	0.7701038	0
Erlotinib	EPHA4_HUMAN	0.7701038	0
Erlotinib	M3K4_HUMAN	0.7474104	0
hexachlorophene	M3K8_HUMAN	0.8354008	0
hexachlorophene	MAPK2_HUMAN	0.9813295	0
hexachlorophene	CDK2_HUMAN	0.8597928	0
doxorubicin	EGFR_HUMAN	0.9161931	0
ZINC03918138	ERBB2_HUMAN	0.8354008	0
ZINC03918138	M3K5_HUMAN	0.8597928	0
AMPICILLIN SODIUM	KIT_HUMAN	0.8354008	0
ETHACRYNIC ACID	LRRK2_HUMAN	0.8354008	0
Dabrafenib	E2AK2_HUMAN	0.7474104	0
Dabrafenib	MP2K1_HUMAN	0.9483795	0
