Butethal	Heptabarbital	0.0	1.0
amobarbital	Butethal	0.6	1.0
amobarbital	Heptabarbital	0.0	1.0
Butethal	Hexobarbital	0.0	1.0
amobarbital	Hexobarbital	0.0	1.0
flurazepam	quazepam	0.54	1.0
Heptabarbital	Hexobarbital	0.0	1.0
methoxyflurane	sevoflurane	0.0	1.0
Metipranolol	Nebivolol	0.0	1.0
CARTEOLOL	nadolol	0.61	1.0
amikacin	Arbekacin	0.79	1.0
PIRBUTEROL	Nebivolol	0.0	1.0
Metipranolol	PIRBUTEROL	0.0	1.0
alclometasone	paramethasone	0.63	1.0
midazolam	quazepam	0.52	1.0
Bretylium	CICLOPIROX	0.0	1.0
atenolol	BISOPROLOL	0.56	1.0
midazolam	flurazepam	0.0	1.0
Spectinomycin	CHEBI:7528	0.0	1.0
Delorazepam	meprobamate	0.0	1.0
acebutolol	Nebivolol	0.0	1.0
acebutolol	Metipranolol	0.0	1.0
Aclidinium bromide	Aclidinium	0.98	1.0
midodrine	methoxamine	0.5	1.0
INDECAINIDE	ethotoin	0.0	0.9999
bacampicillin	Pivampicillin	0.67	0.9999
acebutolol	PIRBUTEROL	0.0	0.9999
clindamycin	Lincorex	0.84	0.9999
Sitaxentan	Macitentan	0.0	0.9999
piperacillin	Azidocillin	0.53	0.9999
bromazepam	clotiazepam	0.0	0.9999
DESMOPRESSIN	Terlipressin	0.71	0.9999
Clobazam	methyprylon	0.0	0.9999
ethchlorvynol	Clobazam	0.0	0.9999
ethchlorvynol	meprobamate	0.0	0.9999
cefmetazole	ceftibuten	0.0	0.9999
Delorazepam	ethchlorvynol	0.0	0.9999
Dexbrompheniramine	pheniramine	0.78	0.9999
ethchlorvynol	methyprylon	0.0	0.9999
clotiazepam	Cinolazepam	0.0	0.9999
Salbutamol	Indacaterol	0.0	0.9999
piperacillin	ciclacillin	0.0	0.9999
bromazepam	Cinolazepam	0.0	0.9999
Clobazam	meprobamate	0.0	0.9999
acebutolol	ZINC19632692	0.0	0.9999
cefmetazole	Ertapenem	0.0	0.9999
Delorazepam	Clobazam	0.0	0.9999
Ertapenem	ceftibuten	0.0	0.9998
PIRBUTEROL	ZINC19632692	0.0	0.9998
alprazolam	ADINAZOLAM	0.69	0.9998
