Butethal	Heptabarbital	0.00	1.0000
amobarbital	Heptabarbital	0.00	1.0000
Butethal	Hexobarbital	0.00	1.0000
amobarbital	Hexobarbital	0.00	1.0000
Heptabarbital	Hexobarbital	0.00	1.0000
methoxyflurane	sevoflurane	0.00	1.0000
Metipranolol	Nebivolol	0.00	1.0000
PIRBUTEROL	Nebivolol	0.00	1.0000
Metipranolol	PIRBUTEROL	0.00	1.0000
Bretylium	CICLOPIROX	0.00	1.0000
midazolam	flurazepam	0.00	1.0000
Spectinomycin	CHEBI:7528	0.00	1.0000
Delorazepam	meprobamate	0.00	1.0000
acebutolol	Nebivolol	0.00	1.0000
acebutolol	Metipranolol	0.00	1.0000
INDECAINIDE	ethotoin	0.00	0.9999
acebutolol	PIRBUTEROL	0.00	0.9999
Sitaxentan	Macitentan	0.00	0.9999
bromazepam	clotiazepam	0.00	0.9999
Clobazam	methyprylon	0.00	0.9999
ethchlorvynol	Clobazam	0.00	0.9999
ethchlorvynol	meprobamate	0.00	0.9999
cefmetazole	ceftibuten	0.00	0.9999
Delorazepam	ethchlorvynol	0.00	0.9999
ethchlorvynol	methyprylon	0.00	0.9999
clotiazepam	Cinolazepam	0.00	0.9999
Salbutamol	Indacaterol	0.00	0.9999
piperacillin	ciclacillin	0.00	0.9999
bromazepam	Cinolazepam	0.00	0.9999
Clobazam	meprobamate	0.00	0.9999
acebutolol	ZINC19632692	0.00	0.9999
cefmetazole	Ertapenem	0.00	0.9999
Delorazepam	Clobazam	0.00	0.9999
Ertapenem	ceftibuten	0.00	0.9998
PIRBUTEROL	ZINC19632692	0.00	0.9998
ZINC19632692	Nebivolol	0.00	0.9998
Metipranolol	ZINC19632692	0.00	0.9998
methoxyflurane	DESFLURANE	0.00	0.9998
DESFLURANE	sevoflurane	0.00	0.9998
ZINC03781951	ZINC04217459	0.00	0.9998
Delorazepam	methyprylon	0.00	0.9998
meprobamate	methyprylon	0.00	0.9998
ceftazidime	ceftibuten	0.00	0.9998
ciclacillin	Azidocillin	0.00	0.9998
Darifenacin	tolterodine	0.00	0.9997
ARBUTAMINE	PIRBUTEROL	0.00	0.9997
Carbimazole	propylthiouracil	0.00	0.9997
ceftazidime	cefmetazole	0.00	0.9997
methoxamine	xylometazoline	0.00	0.9997
ARBUTAMINE	Metipranolol	0.00	0.9997
ARBUTAMINE	Nebivolol	0.00	0.9997
ethotoin	tocainide	0.00	0.9997
tocainide	Fosphenytoin	0.00	0.9997
azlocillin	Pivampicillin	0.00	0.9997
CICLOPIROX	ALMITRINE	0.00	0.9996
acebutolol	ARBUTAMINE	0.00	0.9996
ceftazidime	Ertapenem	0.00	0.9996
malathion	hexafluorenium	0.00	0.9996
methyprylon	clotiazepam	0.00	0.9996
INDECAINIDE	tocainide	0.00	0.9996
midodrine	xylometazoline	0.00	0.9996
MEZLOCILLIN	ciclacillin	0.00	0.9996
flunitrazepam	Eszopiclone	0.00	0.9996
CHLOPHEDIANOL	Alcaftadine	0.00	0.9996
Clobazam	clotiazepam	0.00	0.9996
Bretylium	ALMITRINE	0.00	0.9996
ARBUTAMINE	BUPRANOLOL	0.00	0.9996
TAU-284DS	Alcaftadine	0.00	0.9995
methyprylon	bromazepam	0.00	0.9995
ethchlorvynol	clotiazepam	0.00	0.9995
Clobazam	Cinolazepam	0.00	0.9995
alprazolam	quazepam	0.00	0.9995
butabarbital	butalbital	0.00	0.9995
cefpiramide	CEFONICID	0.00	0.9995
GUANADREL	GUANETHIDINE	0.00	0.9995
alprazolam	flurazepam	0.00	0.9995
AC1O6OSE	ZINC04102186	0.00	0.9995
ARBUTAMINE	ZINC19632692	0.00	0.9995
oxacillin	Azidocillin	0.00	0.9995
azlocillin	bacampicillin	0.00	0.9995
midodrine	TAMSULOSIN	0.00	0.9995
methyprylon	Cinolazepam	0.00	0.9995
midazolam	alprazolam	0.00	0.9995
