Calcifediol	metronidazole	0.00	0.9000
flumazenil	Ivermectine	0.00	0.9000
cloxacillin	CEFIXIME	0.00	0.9000
clorazepate	Heptabarbital	0.00	0.9000
Raltegravir	FOSFOMYCIN	0.00	0.8999
didanosine	HSDB 7161	0.00	0.8999
Halazepam	Heptabarbital	0.00	0.8999
clorazepate	Butethal	0.00	0.8999
Halazepam	Butethal	0.00	0.8999
clorazepate	Hexobarbital	0.00	0.8999
clorazepate	amobarbital	0.00	0.8999
Halazepam	Hexobarbital	0.00	0.8999
Halazepam	amobarbital	0.00	0.8999
Anidulafungin	efavirenz	0.00	0.8998
penicillin g	Flucloxacillin	0.00	0.8997
sotalol	alprenolol	0.00	0.8996
linezolid	Linaclotide	0.00	0.8996
pheniramine	Isothipendyl	0.00	0.8996
Caspofungin	6-aminohexanoic acid	0.00	0.8996
piperazine	Ivermectine	0.00	0.8995
didanosine	benzylpenicilloyl G polylysine	0.00	0.8995
ROSOXACIN	novobiocin	0.00	0.8994
CEFORANIDE	Pivampicillin	0.00	0.8994
procyclidine	propantheline	0.00	0.8994
ANILERIDINE	Methylnaltrexone	0.00	0.8993
ethionamide	benzylpenicilloyl G polylysine	0.00	0.8992
oxymorphone	naloxone	0.00	0.8991
allopurinol	benzylpenicilloyl G polylysine	0.00	0.8991
Metixene	cycrimine	0.00	0.8991
riboflavin	Cilastatin	0.00	0.8990
Raltegravir	benzylpenicilloyl G polylysine	0.00	0.8989
ITAVASTATIN Ca	simvastatin	0.00	0.8989
folic acid	Pralatrexate	0.00	0.8988
Mephobarbital	prazepam	0.00	0.8988
temazepam	APROBARBITAL	0.00	0.8987
Metixene	cevimelina	0.00	0.8987
pentobarbital	Heptabarbital	0.00	0.8987
Salmeterol	pindolol	0.00	0.8987
CEFORANIDE	Cephacetrile	0.00	0.8986
Naltrexone hydrochloride	naloxone	0.00	0.8986
pentobarbital	Butethal	0.00	0.8986
Furadantin	Clodronic Acid	0.00	0.8985
butabarbital	zaleplon	0.00	0.8985
cevimelina	Fesoterodine	0.00	0.8984
CEFORANIDE	cephapirin	0.00	0.8984
Trospium	bethanechol	0.00	0.8984
allopurinol	HSDB 7161	0.00	0.8983
ZINC00020220	ROSOXACIN	0.00	0.8983
CHEBI:50740	QUINESTROL	0.00	0.8983
fluconazole	Sertaconazole	0.00	0.8983
Metixene	oxyphencyclimine	0.00	0.8983
pentobarbital	Hexobarbital	0.00	0.8983
Estrone sulfate	Ospemifene	0.00	0.8983
pentobarbital	amobarbital	0.00	0.8982
isradipine	MAGNESIUM SULFATE	0.00	0.8982
mazindol	phenmetrazine	0.00	0.8982
primidone	zaleplon	0.00	0.8981
SUFENTANIL	butorphanol	0.00	0.8981
probenecid	ceftriaxone	0.00	0.8980
ethambutol	HSDB 7161	0.00	0.8980
AMPICILLIN SODIUM	CEFIXIME	0.00	0.8980
Pemetrexed	Pralatrexate	0.00	0.8979
procyclidine	Pamine	0.00	0.8979
spermine	benzylpenicilloyl G polylysine	0.00	0.8979
ADEFOVIR DIPIVOXIL	Clodronic Acid	0.00	0.8978
butalbital	zaleplon	0.00	0.8978
apraclonidine	Flupirtine	0.00	0.8977
spermine	HSDB 7161	0.00	0.8977
Clodronic Acid	RU-0211	0.00	0.8977
CEFORANIDE	cefazolin	0.00	0.8976
mecamylamine	Vecuronium	0.00	0.8975
secobarbital	Mephobarbital	0.00	0.8975
secobarbital	primidone	0.00	0.8975
oxazepam	Mephobarbital	0.00	0.8974
idoxuridine	gemcitabine	0.00	0.8974
Caspofungin	efavirenz	0.00	0.8974
terazosin	phendimetrazine	0.00	0.8973
temozolomide	HSDB 7161	0.00	0.8973
Raltegravir	Mupirocin	0.00	0.8972
penicillin g	ZINC03808779	0.00	0.8972
pindolol	BOPINDOLOL	0.00	0.8972
CEFORANIDE	Cefditoren	0.00	0.8971
HYDROCODONE	Methadyl acetate	0.00	0.8971
phenmetrazine	Debrisoquine	0.00	0.8971
Mupirocin	sulfapyridine	0.00	0.8971
lorazepam	Ivermectine	0.00	0.8971
ZINC03801163	ZINC04217459	0.00	0.8971
Ivermectine	quazepam	0.00	0.8970
Heptabarbital	prazepam	0.00	0.8970
Butethal	prazepam	0.00	0.8970
Ivermectine	flurazepam	0.00	0.8970
Hexobarbital	prazepam	0.00	0.8969
FOSFOMYCIN	sulfapyridine	0.00	0.8969
amobarbital	prazepam	0.00	0.8969
Metixene	cyclopentolate	0.00	0.8969
flutamide	OXANDROLONE	0.00	0.8968
Clodronic Acid	Dalfopristina	0.00	0.8968
oseltamivir	AC1L45SI	0.00	0.8968
ethambutol	benzylpenicilloyl G polylysine	0.00	0.8967
Ivermectine	Cinolazepam	0.00	0.8967
midazolam	Ivermectine	0.00	0.8965
cephalothin	dicloxacillin	0.00	0.8965
ZINC19594549	norfloxacin	0.00	0.8964
temazepam	thiopental	0.00	0.8964
ethionamide	HSDB 7161	0.00	0.8962
tolterodine	mepenzolate	0.00	0.8962
Olmesartan	Forasartan	0.00	0.8961
Prazosin hydrochloride	phendimetrazine	0.00	0.8960
penicillin g	CEFIXIME	0.00	0.8960
procyclidine	isopropamide	0.00	0.8960
Mephobarbital	glutethimide	0.00	0.8959
cloxacillin	ZINC04097225	0.00	0.8959
linezolid	benzylpenicilloyl G polylysine	0.00	0.8957
oxazepam	Heptabarbital	0.00	0.8957
doxepin	chlorpromazine	0.00	0.8957
procyclidine	Trospium	0.00	0.8957
oxazepam	Butethal	0.00	0.8956
oxazepam	Hexobarbital	0.00	0.8956
cefuroxime	CEFORANIDE	0.00	0.8956
oxazepam	amobarbital	0.00	0.8956
bethanechol	mepenzolate	0.00	0.8956
Micafungin	6-aminohexanoic acid	0.00	0.8955
linezolid	HSDB 7161	0.00	0.8955
6-aminohexanoic acid	HSDB 7161	0.00	0.8955
methyclothiazide	benzthiazide	0.00	0.8955
metronidazole	tioconazole	0.00	0.8954
nizatidine	ROXATIDINE ACETATE	0.00	0.8953
NEOSTIGMINE	Neostigmine methyl sulfate	0.00	0.8953
flecainide	AC1LCWGP	0.00	0.8951
CEFORANIDE	ceftizoxime	0.00	0.8951
ALFENTANIL	hydromorphone	0.00	0.8949
GIJXKZJWITVLHI-PMOLBWCYSA-N	Desloratadine	0.00	0.8949
Clodronic Acid	Dificid	0.00	0.8948
cloxacillin	cefaclor	0.00	0.8948
temozolomide	benzylpenicilloyl G polylysine	0.00	0.8946
cefaclor	ZINC04097225	0.00	0.8944
Desloratadine	maprotiline	0.00	0.8943
Retinoic acid	Alitretinoin	0.00	0.8943
procyclidine	Aclidinium bromide	0.00	0.8942
calcitriol	dihydrotachysterol	0.00	0.8941
Heptabarbital	glutethimide	0.00	0.8941
Butethal	glutethimide	0.00	0.8941
Hexobarbital	glutethimide	0.00	0.8940
amobarbital	glutethimide	0.00	0.8940
bromodiphenhydramine	Acepromethazine	0.00	0.8940
METHOHEXITAL	Ivermectine	0.00	0.8940
pirenzepine	Darifenacin	0.00	0.8939
Flucloxacillin	CEFORANIDE	0.00	0.8939
Trospium	tolterodine	0.00	0.8938
Bambuterol	sotalol	0.00	0.8937
ROSOXACIN	Gemifloxacin	0.00	0.8937
nicotine	TRIMETHAPHAN	0.00	0.8937
flutamide	dromostanolone	0.00	0.8937
Sufentanil citrate	Clomifene citrate	0.00	0.8937
CYPROHEPTADINE	prochlorperazine	0.00	0.8936
pyridoxine	Clodronic Acid	0.00	0.8936
betaxolol	alprenolol	0.00	0.8935
pheniramine	antazoline	0.00	0.8935
dicyclomine	chlorprothixene	0.00	0.8935
benazepril	ZINC03781951	0.00	0.8933
procyclidine	Aclidinium	0.00	0.8933
AKOS015896592	pentazocine	0.00	0.8930
Micafungin	efavirenz	0.00	0.8930
Ivermectine	bromazepam	0.00	0.8930
anisindione	ACENOCOUMAROL	0.00	0.8930
Clobazam	Ivermectine	0.00	0.8929
pentazocine	Methylnaltrexone	0.00	0.8929
Plerixafor	paromomycin	0.00	0.8928
GIJXKZJWITVLHI-PMOLBWCYSA-N	CYPROHEPTADINE	0.00	0.8928
tropicamide	bethanechol	0.00	0.8927
Ivermectine	clotiazepam	0.00	0.8927
secobarbital	butabarbital	0.00	0.8922
Eletriptan	Cincofarm	0.00	0.8922
fexofenadine	trimeprazine	0.00	0.8921
triprolidine	Isothipendyl	0.00	0.8921
Acetylpromazine	Pipotiazine	0.00	0.8919
chlorothiazide	QUINETHAZONE	0.00	0.8919
LEVOBUNOLOL	Mirabegron	0.00	0.8918
ethchlorvynol	Ivermectine	0.00	0.8917
meprobamate	Ivermectine	0.00	0.8917
Betanidine	dipivefrin	0.00	0.8917
4-Hydroxybutanoate	DESFLURANE	0.00	0.8916
Ivermectine	methyprylon	0.00	0.8916
JLYXXMFPNIAWKQ-GNIYUCBRSA-N	nitrazepam	0.00	0.8916
MIGLITOL	acarbose	0.00	0.8916
Delorazepam	Ivermectine	0.00	0.8915
Metixene	propantheline	0.00	0.8915
Ziprasidone	loxapine	0.00	0.8914
4-Hydroxybutanoate	methoxyflurane	0.00	0.8913
Pefloxacin	Gemifloxacin	0.00	0.8912
quinidine	ajmaline	0.00	0.8912
4-Hydroxybutanoate	sevoflurane	0.00	0.8911
methyclothiazide	QUINETHAZONE	0.00	0.8911
Dexbrompheniramine	antazoline	0.00	0.8911
ROXATIDINE ACETATE	Histamine diphosphate	0.00	0.8910
6-aminohexanoic acid	benzylpenicilloyl G polylysine	0.00	0.8910
ZINC04097225	Cefaloglycin	0.00	0.8908
[3-(carbamoylamino)-2-methoxypropyl]mercury(1+) chloride	potassium chloride	0.00	0.8907
buprenorphine	pentazocine	0.00	0.8907
benzthiazide	QUINETHAZONE	0.00	0.8907
butorphanol	ZINC03802417	0.00	0.8906
thiamine	spermine	0.00	0.8906
CYPROHEPTADINE	chlorpromazine	0.00	0.8906
meprobamate	Acamprosate	0.00	0.8905
nizatidine	BETAZOLE	0.00	0.8905
Delorazepam	Acamprosate	0.00	0.8905
ethchlorvynol	Acamprosate	0.00	0.8904
propranolol	BOPINDOLOL	0.00	0.8904
Acamprosate	methyprylon	0.00	0.8904
Clobazam	Acamprosate	0.00	0.8904
DEZOCINE	Diacetylmorphine	0.00	0.8904
thiamine	allopurinol	0.00	0.8904
dihydrogen 1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine dichloride	Diacetylmorphine	0.00	0.8903
CEFORANIDE	ZINC03776970	0.00	0.8903
flavoxate	procyclidine	0.00	0.8902
fluconazole	Paricalcitol	0.00	0.8902
ZINC03830215	CEFORANIDE	0.00	0.8901
labetalol	norepinephrine	0.00	0.8901
Alizapride	bromopride	0.00	0.8900
Linaclotide	Bedaquiline	0.00	0.8900
ALFENTANIL	AKOS015896592	0.00	0.8900
cloxacillin	cefamandole	0.00	0.8900
penicillin g	ceftriaxone	0.00	0.8899
Acamprosate	clotiazepam	0.00	0.8899
ethambutol	thiamine	0.00	0.8899
cefpiramide	CEFORANIDE	0.00	0.8899
Acamprosate	bromazepam	0.00	0.8898
fluconazole	ergocalciferol	0.00	0.8898
Naltrexone hydrochloride	pentazocine	0.00	0.8898
Acamprosate	Cinolazepam	0.00	0.8898
ANTSCNMPPGJYLG-UHFFFAOYSA-N	flumazenil	0.00	0.8897
penicillin g	cephapirin	0.00	0.8896
fluconazole	dihydrotachysterol	0.00	0.8895
Olopatadine	BETAZOLE	0.00	0.8895
thiamine	ethionamide	0.00	0.8894
idoxuridine	Levoleucovorin	0.00	0.8894
topiramate	butalbital	0.00	0.8894
Anidulafungin	Clodronic Acid	0.00	0.8894
temozolomide	thiamine	0.00	0.8894
ZINC00020220	cinoxacin	0.00	0.8893
fluconazole	Calcipotriol	0.00	0.8892
Eletriptan	Almotriptan	0.00	0.8892
lactulose	RU-0211	0.00	0.8892
HYDROCODONE	Ethylmorphine	0.00	0.8891
alprazolam	Acamprosate	0.00	0.8891
procyclidine	Tiotropium	0.00	0.8890
Aclidinium bromide	tolterodine	0.00	0.8890
flutamide	Nandrolone phenpropionate	0.00	0.8890
topiramate	primidone	0.00	0.8890
losartan	TASOSARTAN	0.00	0.8890
Acamprosate	flurazepam	0.00	0.8890
flutamide	Enzalutamide	0.00	0.8890
Acamprosate	quazepam	0.00	0.8889
phenytoin	Benzonatate	0.00	0.8889
topiramate	TALBUTAL	0.00	0.8889
promethazine	CYCLIZINE	0.00	0.8888
Darifenacin	mepenzolate	0.00	0.8888
METHDILAZINE	trimeprazine	0.00	0.8888
midazolam	Acamprosate	0.00	0.8888
temozolomide	nevirapine	0.00	0.8887
naratriptan	Cincofarm	0.00	0.8886
trimetrexate	pyrimethamine	0.00	0.8886
Aclidinium	tolterodine	0.00	0.8886
4-Hydroxybutanoate	isoflurane	0.00	0.8885
Eletriptan	rizatriptan	0.00	0.8885
benzaphetamine	apraclonidine	0.00	0.8885
Eletriptan	Frovatriptan	0.00	0.8885
LEVOBUNOLOL	fenoterol	0.00	0.8884
procyclidine	Octatropine methylbromide	0.00	0.8884
ADINAZOLAM	Acamprosate	0.00	0.8883
levallorphan	hydromorphone	0.00	0.8883
nevirapine	allopurinol	0.00	0.8883
METOCURINE	Mivacurium	0.00	0.8883
temazepam	Mephobarbital	0.00	0.8883
doxepin	mianserin	0.00	0.8883
spermine	Ceflatonin	0.00	0.8882
cloxacillin	ceftriaxone	0.00	0.8882
topiramate	butabarbital	0.00	0.8882
nevirapine	spermine	0.00	0.8882
nevirapine	ethionamide	0.00	0.8882
FOSFOMYCIN	lactulose	0.00	0.8882
Bambuterol	betaxolol	0.00	0.8882
ethambutol	nevirapine	0.00	0.8881
ethambutol	Ceflatonin	0.00	0.8880
pyridoxal	Dificid	0.00	0.8880
nalbuphine	naloxone	0.00	0.8880
benazepril	ZINC04217459	0.00	0.8879
ADEFOVIR DIPIVOXIL	benzylpenicilloyl G polylysine	0.00	0.8879
Betanidine	Norephedrine	0.00	0.8879
AMPICILLIN SODIUM	cefamandole	0.00	0.8878
didanosine	nevirapine	0.00	0.8878
lactulose	Dificid	0.00	0.8878
acebutolol	metoprolol	0.00	0.8877
acetaminophen	mafenide	0.00	0.8877
nicergoline	Isometheptene	0.00	0.8876
flutamide	nilutamide	0.00	0.8876
didanosine	thiamine	0.00	0.8876
pentobarbital	meprobamate	0.00	0.8876
pentobarbital	Delorazepam	0.00	0.8876
pentobarbital	ethchlorvynol	0.00	0.8875
