26027,2
26026,2
25378,2
26988,2
5684,2
18203,2
18202,2
14401,2
14400,2
9167,2
30386,2
30914,2
1997,2
2000,2
14403,2
9632,2
28911,2
17232,2
29239,2
6170,2
6169,2
1310,2
6357,2
12600,2
10109,2
1313,2
17523,2
4620,2
11448,2
9785,2
28911,2
2646,2
15040,2
27668,2
9849,2
6168,2
10111,2
1312,2
22536,2
6002,2
12058,2
26555,2
20232,2
24039,2
24038,2
9818,2
1527,2
8780,2
22390,2
22389,2
20234,2
6003,2
14406,2
3588,2
11139,2
22291,2
1110,2
28634,2
14404,2
28633,2
32460,2
28581,2
4398,2
10258,2
25317,2
22684,2
6317,2
16469,2
13927,2
9785,2
28911,2
12658,2
12657,2
16809,2
28911,2
9785,2
14741,2
23949,2
23950,2
2705,2
16320,2
28954,2
25167,2
25168,2
25163,2
16812,2
16814,2
16813,2
3588,2
27077,2
27078,2
32180,2
32176,2
32175,2
32174,2
32173,2
32178,2
32177,2
25469,2
16812,2
28634,2
25468,2
28911,2
13190,2
13191,2
13186,2
13187,2
13188,2
13189,2
5588,2
5586,2
5587,2
18125,2
18124,2
5764,2
5766,2
7531,2
2345,2
2346,2
20766,2
20768,2
31743,2
31744,2
31741,2
31742,2
9785,2
14406,2
28911,2
27721,2
11993,2
33209,2
33210,2
5098,2
5087,2
17630,2
17629,2
6757,2
6756,2
6753,2
19673,2
33487,2
11693,2
33293,2
15659,2
32194,2
32193,2
3588,2
14364,2
14361,2
14362,2
1946,2
1945,2
354,2
2155,2
357,2
358,2
359,2
28015,2
360,2
19836,2
19829,2
7397,2
7396,2
7395,2
7394,2
11598,2
11597,2
11599,2
11602,2
11601,2
28911,2
7531,2
2809,2
28172,2
2931,2
6646,2
11784,2
11785,2
11786,2
11787,2
11780,2
11781,2
11782,2
11783,2
23041,2
23036,2
23035,2
13413,2
13412,2
13411,2
13410,2
8497,2
8498,2
8491,2
8492,2
25369,2
24746,2
20933,2
7257,2
10291,2
7254,2
7255,2
2626,2
1095,2
28469,2
28472,2
5076,2
5077,2
5074,2
5075,2
5072,2
5073,2
1398,2
31435,2
29547,2
9490,2
11899,2
2809,2
28172,2
2931,2
2930,2
6646,2
11784,2
11785,2
1952,2
11786,2
11787,2
11780,2
11781,2
11782,2
11783,2
23041,2
23036,2
23035,2
13413,2
13412,2
13411,2
13410,2
8497,2
8498,2
8491,2
8492,2
25369,2
24746,2
20933,2
7257,2
10291,2
7254,2
7255,2
2626,2
1095,2
28469,2
28472,2
5076,2
5077,2
5074,2
5075,2
